Data,Produto,Cliente,Quantidade_vendida,Preco_unitario,Valor_total
2021-02-19,Caneta Preta,Cliente Tau,27,15.2,410.4
2021-02-19,Caneta Preta,Cliente Tau,20,12.41,248.2
2021-02-20,Caneta Azul,Cliente Tau,30,25.19,755.7
2021-02-20,Caneta Azul,Cliente Alfa,32,22.17,709.44
2021-02-20,Caneta Azul,Cliente Lambda,17,20.56,349.52
2021-02-20,Caneta Amarela,Cliente Delta,28,21.73,608.44
2021-02-20,Caneta Verde,Cliente Kappa,96,7.66,735.36
2021-02-20,Caneta Preta,Cliente Tau,91,14.73,1340.43
2021-02-21,Caneta Azul,Cliente Alfa,28,19.11,535.08
2021-02-21,Caneta Azul,Cliente Delta,31,23.14,717.34
2021-02-21,Caneta Azul,Cliente Alfa,19,24.32,462.08
2021-02-21,Caneta Amarela,Cliente Lambda,8,21.32,170.56
2021-02-21,Caneta Amarela,Cliente Kappa,18,18.04,324.72
2021-02-21,Caneta Amarela,Cliente Alfa,1,19.89,19.89
2021-02-21,Caneta Amarela,Cliente Kappa,13,22.24,289.12
2021-02-21,Caneta Verde,Cliente Delta,11,8.39,92.29
2021-02-21,Caneta Verde,Cliente Kappa,24,8.2,196.8
2021-02-21,Caneta Verde,Cliente Delta,14,7.99,111.86
2021-02-21,Caneta Verde,Cliente Kappa,19,7.14,135.66
2021-02-21,Caneta Preta,Cliente Tau,12,12.66,151.92
2021-02-21,Caneta Preta,Cliente Delta,17,14.49,246.33
2021-02-21,Caneta Preta,Cliente Lambda,24,13.57,325.68
2021-02-21,Caneta Preta,Cliente Delta,10,15.23,152.3
2021-02-22,Caneta Azul,Cliente Kappa,40,21.48,859.2
2021-02-22,Caneta Azul,Cliente Lambda,31,19.7,610.7
2021-02-22,Caneta Azul,Cliente Lambda,19,23.25,441.75
2021-02-22,Caneta Amarela,Cliente Tau,31,22.1,685.1
2021-02-22,Caneta Amarela,Cliente Kappa,32,20.23,647.36
2021-02-22,Caneta Verde,Cliente Delta,20,9.15,183.0
2021-02-22,Caneta Verde,Cliente Tau,15,8.3,124.5
2021-02-22,Caneta Verde,Cliente Lambda,28,7.51,210.28
2021-02-22,Caneta Verde,Cliente Delta,14,9.0,126.0
2021-02-22,Caneta Preta,Cliente Delta,10,11.5,115.0
2021-02-22,Caneta Preta,Cliente Alfa,18,14.91,268.38
2021-02-22,Caneta Preta,Cliente Delta,15,11.53,172.95
2021-02-22,Caneta Preta,Cliente Delta,2,13.04,26.08
2021-02-23,Caneta Azul,Cliente Alfa,9,25.11,225.99
2021-02-23,Caneta Azul,Cliente Delta,12,19.58,234.96
2021-02-23,Caneta Azul,Cliente Kappa,19,23.24,441.56
2021-02-23,Caneta Amarela,Cliente Tau,52,17.35,902.2
2021-02-23,Caneta Verde,Cliente Tau,53,7.48,396.44
2021-02-23,Caneta Preta,Cliente Tau,23,12.17,279.91
2021-02-23,Caneta Preta,Cliente Alfa,39,12.7,495.3
2021-02-23,Caneta Preta,Cliente Delta,33,14.78,487.74
2021-02-23,Caneta Preta,Cliente Tau,15,13.68,205.2
2021-02-24,Caneta Azul,Cliente Alfa,33,21.74,717.42
2021-02-24,Caneta Azul,Cliente Alfa,45,21.34,960.3
2021-02-24,Caneta Amarela,Cliente Kappa,67,20.07,1344.69
2021-02-24,Caneta Verde,Cliente Delta,71,7.98,566.58
2021-02-24,Caneta Preta,Cliente Kappa,51,13.64,695.64
2021-02-24,Caneta Preta,Cliente Lambda,28,12.52,350.56
2021-02-25,Caneta Azul,Cliente Lambda,23,21.32,490.36
2021-02-25,Caneta Azul,Cliente Delta,26,22.68,589.68
2021-02-25,Caneta Azul,Cliente Delta,13,21.28,276.64
2021-02-25,Caneta Amarela,Cliente Lambda,11,22.33,245.63
2021-02-25,Caneta Amarela,Cliente Delta,6,19.46,116.76
2021-02-25,Caneta Amarela,Cliente Tau,16,19.43,310.88
2021-02-25,Caneta Amarela,Cliente Kappa,9,18.01,162.09
2021-02-25,Caneta Verde,Cliente Delta,46,8.65,397.9
2021-02-25,Caneta Verde,Cliente Delta,40,8.82,352.8
2021-02-25,Caneta Preta,Cliente Delta,72,15.35,1105.2
2021-02-26,Caneta Azul,Cliente Delta,74,24.75,1831.5
2021-02-26,Caneta Amarela,Cliente Tau,27,20.75,560.25
2021-02-26,Caneta Amarela,Cliente Tau,27,21.44,578.88
2021-02-26,Caneta Verde,Cliente Alfa,47,8.07,379.29
2021-02-26,Caneta Verde,Cliente Delta,25,9.28,232.0
2021-02-26,Caneta Preta,Cliente Delta,22,12.16,267.52
2021-02-26,Caneta Preta,Cliente Alfa,13,14.35,186.55
2021-02-27,Caneta Azul,Cliente Lambda,44,23.11,1016.84
2021-02-27,Caneta Azul,Cliente Kappa,29,24.55,711.95
2021-02-27,Caneta Amarela,Cliente Kappa,1,22.42,22.42
2021-02-27,Caneta Amarela,Cliente Lambda,9,19.77,177.93
2021-02-27,Caneta Amarela,Cliente Lambda,8,17.18,137.44
2021-02-27,Caneta Amarela,Cliente Delta,20,20.15,403.0
2021-02-27,Caneta Verde,Cliente Lambda,22,7.64,168.08
2021-02-27,Caneta Verde,Cliente Delta,18,7.67,138.06
2021-02-27,Caneta Verde,Cliente Alfa,24,8.88,213.12
2021-02-27,Caneta Preta,Cliente Lambda,32,15.13,484.16
2021-02-27,Caneta Preta,Cliente Kappa,47,11.87,557.89
2021-02-28,Caneta Azul,Cliente Alfa,32,23.83,762.56
2021-02-28,Caneta Azul,Cliente Tau,26,23.33,606.58
2021-02-28,Caneta Azul,Cliente Tau,21,19.33,405.93
2021-02-28,Caneta Amarela,Cliente Lambda,33,20.02,660.66
2021-02-28,Caneta Amarela,Cliente Alfa,36,22.6,813.6
2021-02-28,Caneta Amarela,Cliente Kappa,15,22.44,336.6
2021-02-28,Caneta Verde,Cliente Tau,23,7.28,167.44
2021-02-28,Caneta Verde,Cliente Kappa,34,7.49,254.66
2021-02-28,Caneta Verde,Cliente Alfa,11,9.02,99.22
2021-02-28,Caneta Preta,Cliente Kappa,52,12.85,668.2
2021-02-28,Caneta Preta,Cliente Delta,37,12.11,448.07
2021-02-28,Caneta Preta,Cliente Alfa,37,15.08,557.96
2021-03-01,Caneta Azul,Cliente Delta,24,25.55,613.2
2021-03-01,Caneta Azul,Cliente Tau,24,19.2,460.8
2021-03-01,Caneta Amarela,Cliente Delta,52,17.38,903.76
2021-03-01,Caneta Verde,Cliente Kappa,27,7.12,192.24
2021-03-01,Caneta Verde,Cliente Alfa,6,7.99,47.94
2021-03-01,Caneta Preta,Cliente Kappa,27,12.72,343.44
2021-03-01,Caneta Preta,Cliente Delta,25,12.97,324.25
2021-03-01,Caneta Preta,Cliente Delta,34,13.38,454.92
2021-03-01,Caneta Preta,Cliente Tau,3,13.05,39.15
2021-03-02,Caneta Azul,Cliente Tau,113,20.84,2354.92
2021-03-02,Caneta Amarela,Cliente Kappa,8,19.59,156.72
2021-03-02,Caneta Amarela,Cliente Kappa,22,17.6,387.2
2021-03-02,Caneta Amarela,Cliente Delta,1,18.21,18.21
2021-03-02,Caneta Amarela,Cliente Alfa,16,22.91,366.56
2021-03-02,Caneta Verde,Cliente Delta,29,9.42,273.18
2021-03-02,Caneta Verde,Cliente Kappa,19,8.51,161.69
2021-03-02,Caneta Verde,Cliente Tau,28,7.83,219.24
2021-03-02,Caneta Verde,Cliente Tau,17,8.37,142.29
2021-03-02,Caneta Preta,Cliente Tau,74,11.52,852.48
2021-03-03,Caneta Azul,Cliente Kappa,17,20.6,350.2
2021-03-03,Caneta Azul,Cliente Alfa,14,23.18,324.52
2021-03-03,Caneta Azul,Cliente Kappa,12,22.62,271.44
2021-03-03,Caneta Azul,Cliente Lambda,16,20.62,329.92
2021-03-03,Caneta Amarela,Cliente Delta,27,22.89,618.03
2021-03-03,Caneta Verde,Cliente Kappa,17,8.75,148.75
2021-03-03,Caneta Verde,Cliente Alfa,22,7.77,170.94
2021-03-03,Caneta Verde,Cliente Kappa,12,8.36,100.32
2021-03-03,Caneta Preta,Cliente Kappa,86,13.31,1144.66
2021-03-04,Caneta Azul,Cliente Alfa,51,21.35,1088.85
2021-03-04,Caneta Amarela,Cliente Delta,28,22.9,641.2
2021-03-04,Caneta Amarela,Cliente Delta,17,23.19,394.23
2021-03-04,Caneta Verde,Cliente Delta,6,9.07,54.42
2021-03-04,Caneta Verde,Cliente Delta,22,7.97,175.34
2021-03-04,Caneta Verde,Cliente Alfa,13,7.47,97.11
2021-03-04,Caneta Verde,Cliente Alfa,13,8.67,112.71
2021-03-04,Caneta Preta,Cliente Lambda,81,11.92,965.52
2021-03-05,Caneta Azul,Cliente Delta,55,22.87,1257.85
2021-03-05,Caneta Amarela,Cliente Tau,7,18.32,128.24
2021-03-05,Caneta Amarela,Cliente Alfa,34,21.66,736.44
2021-03-05,Caneta Amarela,Cliente Kappa,15,19.01,285.15
2021-03-05,Caneta Verde,Cliente Delta,1,8.7,8.7
2021-03-05,Caneta Verde,Cliente Kappa,12,8.49,101.88
2021-03-05,Caneta Verde,Cliente Delta,33,7.68,253.44
2021-03-05,Caneta Verde,Cliente Tau,30,7.75,232.5
2021-03-05,Caneta Preta,Cliente Tau,14,15.41,215.74
2021-03-05,Caneta Preta,Cliente Tau,15,11.46,171.9
2021-03-05,Caneta Preta,Cliente Delta,22,11.61,255.42
2021-03-05,Caneta Preta,Cliente Kappa,15,13.58,203.7
2021-03-06,Caneta Azul,Cliente Delta,19,20.48,389.12
2021-03-06,Caneta Azul,Cliente Kappa,21,21.71,455.91
2021-03-06,Caneta Azul,Cliente Kappa,25,24.67,616.75
2021-03-06,Caneta Amarela,Cliente Alfa,33,21.36,704.88
2021-03-06,Caneta Amarela,Cliente Delta,34,17.83,606.22
2021-03-06,Caneta Verde,Cliente Kappa,20,8.02,160.4
2021-03-06,Caneta Verde,Cliente Kappa,6,7.09,42.54
2021-03-06,Caneta Preta,Cliente Alfa,24,15.41,369.84
2021-03-06,Caneta Preta,Cliente Kappa,24,12.67,304.08
2021-03-06,Caneta Preta,Cliente Kappa,31,14.89,461.59
2021-03-07,Caneta Azul,Cliente Delta,18,22.8,410.4
2021-03-07,Caneta Azul,Cliente Kappa,36,23.83,857.88
2021-03-07,Caneta Amarela,Cliente Alfa,51,22.42,1143.42
2021-03-07,Caneta Amarela,Cliente Delta,33,19.76,652.08
2021-03-07,Caneta Verde,Cliente Lambda,32,6.98,223.36
2021-03-07,Caneta Verde,Cliente Tau,27,9.4,253.8
2021-03-07,Caneta Verde,Cliente Delta,12,9.1,109.2
2021-03-07,Caneta Preta,Cliente Delta,50,11.97,598.5
2021-03-08,Caneta Azul,Cliente Kappa,38,21.47,815.86
2021-03-08,Caneta Amarela,Cliente Lambda,45,18.61,837.45
2021-03-08,Caneta Verde,Cliente Kappa,49,7.51,367.99
2021-03-08,Caneta Verde,Cliente Kappa,6,8.82,52.92
2021-03-08,Caneta Preta,Cliente Delta,27,14.08,380.16
2021-03-08,Caneta Preta,Cliente Tau,40,14.73,589.2
2021-03-08,Caneta Preta,Cliente Alfa,22,12.6,277.2
2021-03-09,Caneta Azul,Cliente Delta,17,20.14,342.38
2021-03-09,Caneta Azul,Cliente Kappa,18,24.41,439.38
2021-03-09,Caneta Azul,Cliente Tau,14,24.21,338.94
2021-03-09,Caneta Azul,Cliente Kappa,19,19.7,374.3
2021-03-09,Caneta Amarela,Cliente Lambda,39,17.72,691.08
2021-03-09,Caneta Amarela,Cliente Delta,18,18.2,327.6
2021-03-09,Caneta Verde,Cliente Delta,15,9.14,137.1
2021-03-09,Caneta Verde,Cliente Tau,12,9.35,112.2
2021-03-09,Caneta Verde,Cliente Kappa,24,7.67,184.08
2021-03-09,Caneta Preta,Cliente Kappa,38,11.92,452.96
2021-03-09,Caneta Preta,Cliente Delta,8,14.63,117.04
2021-03-09,Caneta Preta,Cliente Alfa,29,14.49,420.21
2021-03-09,Caneta Preta,Cliente Lambda,22,11.76,258.72
2021-03-10,Caneta Azul,Cliente Kappa,35,23.26,814.1
2021-03-10,Caneta Azul,Cliente Kappa,33,25.66,846.78
2021-03-10,Caneta Amarela,Cliente Delta,30,20.93,627.9
2021-03-10,Caneta Verde,Cliente Alfa,34,8.52,289.68
2021-03-10,Caneta Verde,Cliente Tau,23,7.49,172.27
2021-03-10,Caneta Verde,Cliente Delta,13,7.38,95.94
2021-03-10,Caneta Preta,Cliente Lambda,20,12.63,252.6
2021-03-10,Caneta Preta,Cliente Delta,7,14.15,99.05
2021-03-10,Caneta Preta,Cliente Delta,33,11.66,384.78
2021-03-11,Caneta Azul,Cliente Lambda,26,21.29,553.54
2021-03-11,Caneta Azul,Cliente Lambda,32,25.05,801.6
2021-03-11,Caneta Amarela,Cliente Tau,52,17.55,912.6
2021-03-11,Caneta Verde,Cliente Lambda,33,8.82,291.06
2021-03-11,Caneta Verde,Cliente Kappa,14,8.88,124.32
2021-03-11,Caneta Verde,Cliente Delta,1,6.99,6.99
2021-03-11,Caneta Verde,Cliente Delta,13,9.24,120.12
2021-03-11,Caneta Preta,Cliente Tau,34,15.14,514.76
2021-03-11,Caneta Preta,Cliente Delta,28,14.75,413.0
2021-03-12,Caneta Azul,Cliente Alfa,15,25.61,384.15
2021-03-12,Caneta Azul,Cliente Kappa,16,21.02,336.32
2021-03-12,Caneta Azul,Cliente Kappa,17,20.63,350.71
2021-03-12,Caneta Amarela,Cliente Delta,17,17.62,299.54
2021-03-12,Caneta Amarela,Cliente Kappa,27,18.14,489.78
2021-03-12,Caneta Amarela,Cliente Alfa,3,21.95,65.85
2021-03-12,Caneta Amarela,Cliente Kappa,4,19.67,78.68
2021-03-12,Caneta Verde,Cliente Delta,8,7.18,57.44
2021-03-12,Caneta Verde,Cliente Tau,13,9.07,117.91
2021-03-12,Caneta Verde,Cliente Alfa,12,9.23,110.76
2021-03-12,Caneta Verde,Cliente Delta,12,7.63,91.56
2021-03-12,Caneta Preta,Cliente Kappa,74,15.44,1142.56
2021-03-12,Caneta Preta,Cliente Delta,47,11.96,562.12
2021-03-13,Caneta Azul,Cliente Kappa,19,24.62,467.78
2021-03-13,Caneta Azul,Cliente Alfa,24,25.44,610.56
2021-03-13,Caneta Azul,Cliente Delta,28,22.46,628.88
2021-03-13,Caneta Azul,Cliente Lambda,14,20.35,284.9
2021-03-13,Caneta Amarela,Cliente Lambda,4,22.47,89.88
2021-03-13,Caneta Amarela,Cliente Lambda,36,17.76,639.36
2021-03-13,Caneta Amarela,Cliente Delta,27,17.73,478.71
2021-03-13,Caneta Amarela,Cliente Lambda,14,19.09,267.26
2021-03-13,Caneta Verde,Cliente Lambda,9,7.35,66.15
2021-03-13,Caneta Verde,Cliente Kappa,19,9.21,174.99
2021-03-13,Caneta Verde,Cliente Delta,29,8.11,235.19
2021-03-13,Caneta Verde,Cliente Tau,15,6.97,104.55
2021-03-13,Caneta Preta,Cliente Kappa,87,13.01,1131.87
2021-03-14,Caneta Azul,Cliente Kappa,17,20.21,343.57
2021-03-14,Caneta Azul,Cliente Lambda,35,24.24,848.4
2021-03-14,Caneta Azul,Cliente Kappa,33,21.16,698.28
2021-03-14,Caneta Amarela,Cliente Tau,22,18.62,409.64
2021-03-14,Caneta Amarela,Cliente Kappa,29,21.84,633.36
2021-03-14,Caneta Verde,Cliente Kappa,17,8.01,136.17
2021-03-14,Caneta Verde,Cliente Alfa,16,9.37,149.92
2021-03-14,Caneta Verde,Cliente Delta,26,9.32,242.32
2021-03-14,Caneta Verde,Cliente Delta,11,9.04,99.44
2021-03-14,Caneta Preta,Cliente Kappa,81,11.73,950.13
2021-03-15,Caneta Azul,Cliente Delta,45,19.51,877.95
2021-03-15,Caneta Amarela,Cliente Lambda,45,22.33,1004.85
2021-03-15,Caneta Amarela,Cliente Alfa,19,23.05,437.95
2021-03-15,Caneta Verde,Cliente Tau,13,8.8,114.4
2021-03-15,Caneta Verde,Cliente Delta,1,7.72,7.72
2021-03-15,Caneta Verde,Cliente Delta,31,8.2,254.2
2021-03-15,Caneta Verde,Cliente Kappa,14,8.3,116.2
2021-03-15,Caneta Preta,Cliente Kappa,21,12.39,260.19
2021-03-15,Caneta Preta,Cliente Lambda,29,14.87,431.23
2021-03-15,Caneta Preta,Cliente Delta,9,13.95,125.55
2021-03-15,Caneta Preta,Cliente Kappa,23,12.88,296.24
2021-03-16,Caneta Azul,Cliente Tau,26,23.91,621.66
2021-03-16,Caneta Azul,Cliente Kappa,14,25.64,358.96
2021-03-16,Caneta Azul,Cliente Tau,9,24.46,220.14
2021-03-16,Caneta Azul,Cliente Tau,12,21.25,255.0
2021-03-16,Caneta Amarela,Cliente Kappa,27,21.69,585.63
2021-03-16,Caneta Amarela,Cliente Delta,9,20.24,182.16
2021-03-16,Caneta Verde,Cliente Kappa,44,7.27,319.88
2021-03-16,Caneta Verde,Cliente Lambda,24,8.91,213.84
2021-03-16,Caneta Preta,Cliente Alfa,33,15.19,501.27
2021-03-16,Caneta Preta,Cliente Kappa,26,13.16,342.16
2021-03-16,Caneta Preta,Cliente Tau,15,13.3,199.5
2021-03-17,Caneta Azul,Cliente Kappa,12,25.47,305.64
2021-03-17,Caneta Azul,Cliente Lambda,19,21.75,413.25
2021-03-17,Caneta Azul,Cliente Delta,20,22.71,454.2
2021-03-17,Caneta Azul,Cliente Alfa,23,19.19,441.37
2021-03-17,Caneta Amarela,Cliente Alfa,29,20.94,607.26
2021-03-17,Caneta Amarela,Cliente Tau,16,20.95,335.2
2021-03-17,Caneta Amarela,Cliente Kappa,8,20.58,164.64
2021-03-17,Caneta Verde,Cliente Delta,48,7.63,366.24
2021-03-17,Caneta Verde,Cliente Alfa,26,9.05,235.3
2021-03-17,Caneta Verde,Cliente Delta,20,8.48,169.6
2021-03-17,Caneta Preta,Cliente Alfa,16,14.96,239.36
2021-03-17,Caneta Preta,Cliente Delta,26,13.07,339.82
2021-03-17,Caneta Preta,Cliente Kappa,30,12.49,374.7
2021-03-17,Caneta Preta,Cliente Lambda,9,14.49,130.41
2021-03-18,Caneta Azul,Cliente Tau,17,20.28,344.76
2021-03-18,Caneta Azul,Cliente Alfa,8,19.78,158.24
2021-03-18,Caneta Azul,Cliente Alfa,15,24.54,368.1
2021-03-18,Caneta Amarela,Cliente Alfa,70,21.93,1535.1
2021-03-18,Caneta Verde,Cliente Delta,11,8.08,88.88
2021-03-18,Caneta Verde,Cliente Lambda,26,8.42,218.92
2021-03-18,Caneta Verde,Cliente Tau,15,9.39,140.85
2021-03-18,Caneta Verde,Cliente Delta,16,8.61,137.76
2021-03-18,Caneta Preta,Cliente Alfa,124,12.53,1553.72
2021-03-19,Caneta Azul,Cliente Delta,58,19.8,1148.4
2021-03-19,Caneta Amarela,Cliente Delta,62,20.83,1291.46
2021-03-19,Caneta Verde,Cliente Kappa,15,8.61,129.15
2021-03-19,Caneta Verde,Cliente Lambda,13,8.55,111.15
2021-03-19,Caneta Verde,Cliente Kappa,4,7.03,28.12
2021-03-19,Caneta Verde,Cliente Kappa,10,8.16,81.6
2021-03-19,Caneta Preta,Cliente Alfa,19,13.84,262.96
2021-03-19,Caneta Preta,Cliente Tau,9,12.62,113.58
2021-03-19,Caneta Preta,Cliente Alfa,8,12.95,103.6
2021-03-20,Caneta Azul,Cliente Delta,71,20.58,1461.18
2021-03-20,Caneta Amarela,Cliente Kappa,57,22.36,1274.52
2021-03-20,Caneta Amarela,Cliente Alfa,35,21.71,759.85
2021-03-20,Caneta Verde,Cliente Tau,17,7.86,133.62
2021-03-20,Caneta Verde,Cliente Lambda,9,8.45,76.05
2021-03-20,Caneta Verde,Cliente Kappa,7,8.15,57.05
2021-03-20,Caneta Preta,Cliente Kappa,76,15.02,1141.52
2021-03-21,Caneta Azul,Cliente Kappa,22,19.52,429.44
2021-03-21,Caneta Azul,Cliente Tau,15,23.16,347.4
2021-03-21,Caneta Amarela,Cliente Delta,1,20.74,20.74
2021-03-21,Caneta Amarela,Cliente Lambda,22,18.57,408.54
2021-03-21,Caneta Amarela,Cliente Lambda,19,19.04,361.76
2021-03-21,Caneta Amarela,Cliente Kappa,23,19.88,457.24
2021-03-21,Caneta Verde,Cliente Kappa,31,7.68,238.08
2021-03-21,Caneta Verde,Cliente Alfa,19,8.91,169.29
2021-03-21,Caneta Preta,Cliente Kappa,27,11.71,316.17
2021-03-21,Caneta Preta,Cliente Delta,20,11.48,229.6
2021-03-21,Caneta Preta,Cliente Delta,26,12.85,334.1
2021-03-21,Caneta Preta,Cliente Tau,26,12.37,321.62
2021-03-22,Caneta Azul,Cliente Kappa,59,25.69,1515.71
2021-03-22,Caneta Azul,Cliente Alfa,21,23.62,496.02
2021-03-22,Caneta Amarela,Cliente Kappa,1,17.61,17.61
2021-03-22,Caneta Amarela,Cliente Kappa,1,17.6,17.6
2021-03-22,Caneta Amarela,Cliente Tau,1,21.9,21.9
2021-03-22,Caneta Amarela,Cliente Tau,1,20.09,20.09
2021-03-22,Caneta Verde,Cliente Delta,21,8.31,174.51
2021-03-22,Caneta Verde,Cliente Kappa,29,9.36,271.44
2021-03-22,Caneta Verde,Cliente Lambda,11,7.23,79.53
2021-03-22,Caneta Preta,Cliente Delta,9,15.34,138.06
2021-03-22,Caneta Preta,Cliente Delta,24,12.78,306.72
2021-03-22,Caneta Preta,Cliente Alfa,23,15.44,355.12
2021-03-22,Caneta Preta,Cliente Delta,30,14.56,436.8
2021-03-23,Caneta Azul,Cliente Kappa,33,23.03,759.99
2021-03-23,Caneta Azul,Cliente Delta,23,21.14,486.22
2021-03-23,Caneta Azul,Cliente Alfa,33,24.56,810.48
2021-03-23,Caneta Azul,Cliente Lambda,1,25.63,25.63
2021-03-23,Caneta Amarela,Cliente Alfa,32,17.76,568.32
2021-03-23,Caneta Amarela,Cliente Kappa,31,17.39,539.09
2021-03-23,Caneta Verde,Cliente Tau,105,7.25,761.25
2021-03-23,Caneta Preta,Cliente Kappa,69,12.76,880.44
2021-03-24,Caneta Azul,Cliente Lambda,86,23.07,1984.02
2021-03-24,Caneta Amarela,Cliente Delta,4,20.11,80.44
2021-03-24,Caneta Amarela,Cliente Tau,25,23.15,578.75
2021-03-24,Caneta Amarela,Cliente Tau,9,18.92,170.28
2021-03-24,Caneta Amarela,Cliente Delta,1,21.78,21.78
2021-03-24,Caneta Verde,Cliente Delta,38,7.16,272.08
2021-03-24,Caneta Verde,Cliente Delta,23,7.97,183.31
2021-03-24,Caneta Preta,Cliente Delta,49,12.47,611.03
2021-03-24,Caneta Preta,Cliente Delta,51,15.03,766.53
2021-03-25,Caneta Azul,Cliente Alfa,106,19.67,2085.02
2021-03-25,Caneta Amarela,Cliente Tau,15,20.72,310.8
2021-03-25,Caneta Amarela,Cliente Alfa,26,22.66,589.16
2021-03-25,Caneta Amarela,Cliente Kappa,4,18.81,75.24
2021-03-25,Caneta Amarela,Cliente Tau,21,18.2,382.2
2021-03-25,Caneta Verde,Cliente Delta,26,8.63,224.38
2021-03-25,Caneta Verde,Cliente Delta,31,7.82,242.42
2021-03-25,Caneta Verde,Cliente Alfa,23,7.49,172.27
2021-03-25,Caneta Preta,Cliente Alfa,30,11.47,344.1
2021-03-25,Caneta Preta,Cliente Kappa,37,15.35,567.95
2021-03-26,Caneta Azul,Cliente Delta,97,19.97,1937.09
2021-03-26,Caneta Amarela,Cliente Delta,10,21.94,219.4
2021-03-26,Caneta Amarela,Cliente Tau,4,22.67,90.68
2021-03-26,Caneta Amarela,Cliente Kappa,9,18.33,164.97
2021-03-26,Caneta Amarela,Cliente Delta,6,22.5,135.0
2021-03-26,Caneta Verde,Cliente Kappa,27,7.22,194.94
2021-03-26,Caneta Verde,Cliente Kappa,31,7.42,230.02
2021-03-26,Caneta Verde,Cliente Lambda,28,7.33,205.24
2021-03-26,Caneta Preta,Cliente Alfa,27,12.81,345.87
2021-03-26,Caneta Preta,Cliente Lambda,46,14.1,648.6
2021-03-27,Caneta Azul,Cliente Tau,93,20.08,1867.44
2021-03-27,Caneta Amarela,Cliente Tau,15,22.33,334.95
2021-03-27,Caneta Amarela,Cliente Delta,17,20.4,346.8
2021-03-27,Caneta Amarela,Cliente Kappa,15,18.43,276.45
2021-03-27,Caneta Verde,Cliente Delta,83,7.32,607.56
2021-03-27,Caneta Preta,Cliente Delta,117,12.79,1496.43
2021-03-28,Caneta Azul,Cliente Kappa,78,23.12,1803.36
2021-03-28,Caneta Amarela,Cliente Lambda,53,19.3,1022.9
2021-03-28,Caneta Verde,Cliente Delta,65,7.08,460.2
2021-03-28,Caneta Preta,Cliente Kappa,7,12.58,88.06
2021-03-28,Caneta Preta,Cliente Kappa,19,11.69,222.11
2021-03-28,Caneta Preta,Cliente Alfa,20,14.32,286.4
2021-03-29,Caneta Azul,Cliente Delta,81,21.13,1711.53
2021-03-29,Caneta Amarela,Cliente Tau,35,20.12,704.2
2021-03-29,Caneta Amarela,Cliente Alfa,2,21.73,43.46
2021-03-29,Caneta Amarela,Cliente Tau,11,19.89,218.79
2021-03-29,Caneta Amarela,Cliente Delta,6,21.17,127.02
2021-03-29,Caneta Verde,Cliente Alfa,20,7.85,157.0
2021-03-29,Caneta Verde,Cliente Tau,20,8.44,168.8
2021-03-29,Caneta Verde,Cliente Delta,20,7.53,150.6
2021-03-29,Caneta Verde,Cliente Delta,10,8.79,87.9
2021-03-29,Caneta Preta,Cliente Delta,28,12.52,350.56
2021-03-29,Caneta Preta,Cliente Kappa,28,12.3,344.4
2021-03-29,Caneta Preta,Cliente Delta,10,15.35,153.5
2021-03-30,Caneta Azul,Cliente Kappa,31,24.28,752.68
2021-03-30,Caneta Azul,Cliente Alfa,40,21.95,878.0
2021-03-30,Caneta Amarela,Cliente Lambda,60,21.26,1275.6
2021-03-30,Caneta Verde,Cliente Delta,48,8.42,404.16
2021-03-30,Caneta Preta,Cliente Kappa,90,15.41,1386.9
2021-03-31,Caneta Azul,Cliente Delta,11,25.45,279.95
2021-03-31,Caneta Azul,Cliente Kappa,27,22.28,601.56
2021-03-31,Caneta Azul,Cliente Tau,15,20.67,310.05
2021-03-31,Caneta Amarela,Cliente Kappa,24,22.68,544.32
2021-03-31,Caneta Amarela,Cliente Alfa,18,18.56,334.08
2021-03-31,Caneta Verde,Cliente Kappa,39,8.67,338.13
2021-03-31,Caneta Verde,Cliente Kappa,40,8.88,355.2
2021-03-31,Caneta Preta,Cliente Tau,34,12.35,419.9
2021-03-31,Caneta Preta,Cliente Kappa,36,13.32,479.52
2021-04-01,Caneta Azul,Cliente Kappa,50,20.19,1009.5
2021-04-01,Caneta Amarela,Cliente Kappa,22,18.64,410.08
2021-04-01,Caneta Amarela,Cliente Delta,10,20.49,204.9
2021-04-01,Caneta Amarela,Cliente Delta,11,20.82,229.02
2021-04-01,Caneta Amarela,Cliente Lambda,14,18.92,264.88
2021-04-01,Caneta Verde,Cliente Delta,54,7.82,422.28
2021-04-01,Caneta Verde,Cliente Alfa,35,7.48,261.8
2021-04-01,Caneta Preta,Cliente Alfa,20,11.79,235.8
2021-04-01,Caneta Preta,Cliente Tau,28,12.32,344.96
2021-04-02,Caneta Azul,Cliente Alfa,17,20.45,347.65
2021-04-02,Caneta Azul,Cliente Kappa,16,21.67,346.72
2021-04-02,Caneta Azul,Cliente Tau,21,20.42,428.82
2021-04-02,Caneta Azul,Cliente Kappa,15,21.29,319.35
2021-04-02,Caneta Amarela,Cliente Kappa,20,22.24,444.8
2021-04-02,Caneta Amarela,Cliente Alfa,22,19.43,427.46
2021-04-02,Caneta Amarela,Cliente Kappa,10,23.1,231.0
2021-04-02,Caneta Amarela,Cliente Delta,21,18.37,385.77
2021-04-02,Caneta Verde,Cliente Tau,11,9.39,103.29
2021-04-02,Caneta Verde,Cliente Tau,21,7.35,154.35
2021-04-02,Caneta Verde,Cliente Delta,26,8.02,208.52
