Data,Maquina,Motivo,Horas_paradas
2020-08-21,MC-3,Troca de ferramenta,0.37
2020-08-21,MC-4,Falta de energia,0.47
2020-08-22,MC-2,Limpeza,3.24
2020-08-22,MC-2,Troca de ferramenta,1.82
2020-08-22,MC-2,Ajuste de processo,3.91
2020-08-23,MC-2,Ajuste de processo,3.37
2020-08-23,MC-2,Troca de ferramenta,0.36
2020-08-23,MC-2,Falta de energia,3.52
2020-08-23,MC-5,Troca de ferramenta,1.09
2020-08-24,MC-1,Limpeza,2.1
2020-08-24,MC-1,Ajuste de processo,2.17
2020-08-24,MC-4,Manutenção,0.52
2020-08-24,MC-4,Limpeza,0.76
2020-08-24,MC-4,Falta de energia,1.87
2020-08-25,MC-5,Troca de ferramenta,2.68
2020-08-25,MC-5,Limpeza,1.28
2020-08-25,MC-5,Ajuste de processo,2.25
2020-08-26,MC-3,Falta de energia,1.7
2020-08-26,MC-3,Setup,2.63
2020-08-26,MC-4,Quebra,1.87
2020-08-26,MC-4,Ajuste de processo,3.45
2020-08-26,MC-4,Quebra,3.94
2020-08-27,MC-3,Manutenção,3.68
2020-08-28,MC-1,Falta de energia,0.92
2020-08-28,MC-1,Ajuste de processo,1.99
2020-08-28,MC-1,Setup,2.0
2020-08-28,MC-3,Falta de energia,3.41
2020-08-29,MC-3,Troca de ferramenta,1.62
2020-08-29,MC-3,Limpeza,2.33
2020-08-31,MC-4,Manutenção,2.55
2020-08-31,MC-4,Falta de energia,0.71
2020-08-31,MC-4,Quebra,2.36
2020-08-31,MC-5,Manutenção,1.21
2020-09-01,MC-5,Manutenção,1.06
2020-09-01,MC-5,Limpeza,1.23
2020-09-01,MC-5,Quebra,0.67
2020-09-02,MC-4,Troca de ferramenta,0.56
2020-09-02,MC-5,Falta de material,2.69
2020-09-02,MC-5,Manutenção,3.78
2020-09-03,MC-1,Quebra,2.85
2020-09-03,MC-2,Quebra,1.45
2020-09-03,MC-2,Quebra,1.54
2020-09-03,MC-3,Troca de ferramenta,2.3
2020-09-04,MC-3,Manutenção,3.51
2020-09-04,MC-4,Falta de energia,1.05
2020-09-04,MC-4,Limpeza,2.03
2020-09-04,MC-4,Ajuste de processo,2.15
2020-09-04,MC-5,Falta de material,3.75
2020-09-05,MC-1,Manutenção,2.28
2020-09-05,MC-1,Quebra,3.19
2020-09-05,MC-1,Falta de energia,0.62
2020-09-05,MC-5,Ajuste de processo,1.51
2020-09-05,MC-5,Setup,2.56
2020-09-07,MC-2,Setup,2.81
2020-09-07,MC-2,Falta de material,3.58
2020-09-07,MC-4,Quebra,2.48
2020-09-07,MC-4,Troca de ferramenta,1.37
2020-09-08,MC-3,Manutenção,2.29
2020-09-09,MC-1,Falta de material,2.93
2020-09-09,MC-4,Manutenção,3.2
2020-09-09,MC-5,Falta de material,3.79
2020-09-10,MC-1,Falta de energia,1.01
2020-09-10,MC-5,Troca de ferramenta,2.75
2020-09-10,MC-5,Limpeza,1.04
2020-09-10,MC-5,Troca de ferramenta,1.48
2020-09-11,MC-2,Falta de energia,0.83
2020-09-11,MC-2,Manutenção,3.16
2020-09-11,MC-2,Quebra,3.68
2020-09-12,MC-1,Manutenção,0.41
2020-09-12,MC-1,Falta de energia,3.31
2020-09-13,MC-4,Ajuste de processo,1.19
2020-09-13,MC-4,Falta de energia,2.1
2020-09-13,MC-5,Manutenção,3.07
2020-09-13,MC-5,Quebra,2.18
2020-09-15,MC-1,Ajuste de processo,1.16
2020-09-15,MC-1,Quebra,3.65
2020-09-15,MC-1,Ajuste de processo,2.5
2020-09-15,MC-3,Falta de energia,3.75
2020-09-17,MC-2,Manutenção,3.43
2020-09-17,MC-2,Manutenção,3.54
2020-09-17,MC-2,Limpeza,1.64
2020-09-19,MC-2,Quebra,3.95
2020-09-19,MC-2,Falta de material,3.45
2020-09-19,MC-3,Limpeza,1.55
2020-09-19,MC-3,Setup,3.62
2020-09-19,MC-3,Setup,3.09
2020-09-19,MC-5,Limpeza,2.98
2020-09-19,MC-5,Setup,0.32
2020-09-19,MC-5,Limpeza,0.38
2020-09-21,MC-1,Falta de energia,2.87
2020-09-21,MC-1,Limpeza,1.33
2020-09-21,MC-1,Manutenção,0.52
2020-09-21,MC-5,Ajuste de processo,1.36
2020-09-22,MC-3,Ajuste de processo,3.4
2020-09-22,MC-3,Manutenção,2.04
2020-09-22,MC-3,Troca de ferramenta,2.58
2020-09-22,MC-4,Limpeza,3.26
2020-09-22,MC-4,Falta de energia,1.5
2020-09-23,MC-4,Quebra,0.34
2020-09-23,MC-5,Quebra,1.5
2020-09-24,MC-1,Manutenção,3.84
2020-09-24,MC-1,Ajuste de processo,2.08
2020-09-24,MC-1,Limpeza,2.41
2020-09-24,MC-5,Manutenção,3.11
2020-09-25,MC-3,Falta de material,0.73
2020-09-26,MC-1,Troca de ferramenta,3.02
2020-09-26,MC-1,Manutenção,1.4
2020-09-26,MC-2,Limpeza,1.74
2020-09-26,MC-3,Manutenção,1.3
2020-09-26,MC-3,Falta de material,0.87
2020-09-26,MC-3,Ajuste de processo,1.64
2020-09-27,MC-2,Limpeza,0.65
2020-09-27,MC-2,Setup,3.43
2020-09-27,MC-2,Limpeza,1.43
2020-09-27,MC-4,Setup,2.72
2020-09-27,MC-5,Falta de material,1.4
2020-09-27,MC-5,Ajuste de processo,1.08
2020-09-27,MC-5,Falta de material,2.94
2020-09-28,MC-1,Troca de ferramenta,2.61
2020-09-28,MC-1,Troca de ferramenta,1.11
2020-09-29,MC-2,Setup,2.56
2020-09-29,MC-4,Setup,0.32
2020-09-29,MC-4,Ajuste de processo,0.95
2020-09-29,MC-4,Troca de ferramenta,2.99
2020-09-30,MC-2,Manutenção,1.82
2020-09-30,MC-2,Quebra,1.05
2020-09-30,MC-3,Quebra,2.17
2020-09-30,MC-3,Manutenção,2.02
2020-09-30,MC-3,Manutenção,2.65
2020-09-30,MC-5,Falta de energia,0.57
2020-09-30,MC-5,Quebra,3.33
2020-10-01,MC-3,Falta de material,0.52
2020-10-05,MC-3,Falta de energia,1.98
2020-10-05,MC-3,Ajuste de processo,2.93
2020-10-05,MC-3,Setup,1.58
2020-10-07,MC-1,Troca de ferramenta,3.67
2020-10-07,MC-1,Quebra,3.09
2020-10-07,MC-1,Setup,1.88
2020-10-07,MC-5,Manutenção,0.98
2020-10-07,MC-5,Falta de energia,0.46
2020-10-08,MC-5,Troca de ferramenta,3.27
2020-10-08,MC-5,Setup,1.02
2020-10-08,MC-5,Setup,1.3
2020-10-09,MC-1,Setup,0.34
2020-10-09,MC-1,Falta de energia,0.37
2020-10-09,MC-1,Falta de energia,1.15
2020-10-09,MC-4,Setup,3.53
2020-10-09,MC-4,Falta de energia,3.19
2020-10-09,MC-4,Manutenção,3.15
2020-10-10,MC-5,Limpeza,3.36
2020-10-10,MC-5,Falta de material,0.99
2020-10-11,MC-3,Falta de material,3.92
2020-10-11,MC-3,Quebra,1.16
2020-10-11,MC-3,Falta de energia,0.85
2020-10-11,MC-4,Quebra,1.39
2020-10-12,MC-1,Manutenção,2.26
2020-10-12,MC-3,Quebra,0.76
2020-10-12,MC-3,Falta de energia,3.03
2020-10-14,MC-2,Manutenção,1.67
2020-10-14,MC-2,Troca de ferramenta,2.4
2020-10-14,MC-5,Falta de material,3.02
2020-10-14,MC-5,Manutenção,3.64
2020-10-14,MC-5,Manutenção,3.33
2020-10-16,MC-2,Falta de energia,2.29
2020-10-18,MC-5,Limpeza,3.97
2020-10-18,MC-5,Falta de energia,2.26
2020-10-18,MC-5,Limpeza,2.28
2020-10-19,MC-4,Quebra,0.89
2020-10-20,MC-3,Setup,0.85
2020-10-20,MC-3,Falta de energia,0.92
2020-10-20,MC-3,Troca de ferramenta,2.49
2020-10-20,MC-4,Troca de ferramenta,1.84
2020-10-20,MC-4,Falta de energia,1.73
2020-10-20,MC-4,Setup,0.77
2020-10-20,MC-5,Limpeza,1.71
2020-10-20,MC-5,Setup,1.7
2020-10-21,MC-3,Setup,2.6
2020-10-22,MC-1,Falta de material,1.74
2020-10-22,MC-1,Limpeza,1.85
2020-10-22,MC-1,Setup,1.31
2020-10-22,MC-5,Manutenção,0.79
2020-10-22,MC-5,Limpeza,1.41
2020-10-22,MC-5,Troca de ferramenta,0.46
2020-10-23,MC-1,Falta de material,1.05
2020-10-23,MC-4,Quebra,1.5
2020-10-23,MC-4,Ajuste de processo,0.84
2020-10-24,MC-1,Falta de material,2.76
2020-10-24,MC-1,Quebra,1.34
2020-10-24,MC-1,Troca de ferramenta,2.58
2020-10-24,MC-3,Manutenção,2.68
2020-10-24,MC-3,Falta de energia,1.95
2020-10-25,MC-2,Setup,1.96
2020-10-25,MC-3,Quebra,2.45
2020-10-25,MC-3,Falta de energia,1.27
2020-10-25,MC-3,Falta de material,0.38
2020-10-26,MC-2,Manutenção,2.69
2020-10-26,MC-2,Ajuste de processo,2.55
2020-10-26,MC-4,Quebra,2.06
2020-10-29,MC-3,Quebra,3.54
2020-10-29,MC-4,Troca de ferramenta,2.18
2020-10-29,MC-4,Troca de ferramenta,1.42
2020-10-29,MC-4,Limpeza,2.94
2020-10-29,MC-5,Falta de material,3.86
2020-10-29,MC-5,Falta de energia,3.03
2020-10-29,MC-5,Limpeza,3.66
2020-10-30,MC-4,Falta de energia,0.72
2020-10-30,MC-4,Troca de ferramenta,0.75
2020-10-31,MC-1,Troca de ferramenta,0.87
2020-10-31,MC-1,Limpeza,2.9
2020-10-31,MC-2,Manutenção,1.74
2020-10-31,MC-4,Setup,2.07
2020-10-31,MC-4,Ajuste de processo,1.27
2020-11-02,MC-2,Limpeza,3.02
2020-11-02,MC-2,Quebra,3.43
2020-11-03,MC-2,Limpeza,0.89
2020-11-03,MC-3,Falta de energia,1.01
2020-11-03,MC-3,Manutenção,1.56
2020-11-04,MC-5,Limpeza,1.34
2020-11-04,MC-5,Limpeza,2.27
2020-11-05,MC-2,Falta de energia,3.08
2020-11-05,MC-2,Quebra,3.24
2020-11-06,MC-5,Quebra,1.07
2020-11-06,MC-5,Falta de energia,0.95
2020-11-06,MC-5,Ajuste de processo,1.65
2020-11-07,MC-1,Troca de ferramenta,0.85
2020-11-07,MC-3,Ajuste de processo,0.64
2020-11-07,MC-3,Setup,1.2
2020-11-07,MC-3,Setup,1.76
2020-11-08,MC-5,Limpeza,2.48
2020-11-08,MC-5,Quebra,2.98
2020-11-09,MC-1,Limpeza,1.12
2020-11-09,MC-4,Limpeza,3.33
2020-11-09,MC-4,Falta de energia,0.42
2020-11-09,MC-5,Limpeza,1.94
2020-11-09,MC-5,Limpeza,2.64
2020-11-10,MC-5,Manutenção,1.38
2020-11-11,MC-1,Manutenção,2.83
2020-11-11,MC-1,Quebra,3.51
2020-11-11,MC-1,Manutenção,0.63
2020-11-12,MC-2,Limpeza,2.2
2020-11-12,MC-2,Falta de energia,0.37
2020-11-12,MC-2,Manutenção,1.33
2020-11-12,MC-3,Manutenção,0.81
2020-11-13,MC-5,Falta de material,2.61
2020-11-13,MC-5,Troca de ferramenta,1.22
2020-11-13,MC-5,Troca de ferramenta,1.34
2020-11-15,MC-3,Manutenção,1.06
2020-11-15,MC-3,Falta de material,1.2
2020-11-15,MC-4,Quebra,1.13
2020-11-15,MC-4,Setup,2.88
2020-11-15,MC-4,Manutenção,3.84
2020-11-15,MC-5,Setup,2.11
2020-11-15,MC-5,Setup,2.52
2020-11-17,MC-2,Falta de material,3.33
2020-11-17,MC-2,Limpeza,2.06
2020-11-17,MC-2,Manutenção,1.42
2020-11-17,MC-3,Setup,3.82
2020-11-17,MC-3,Setup,3.65
2020-11-18,MC-3,Quebra,1.12
2020-11-18,MC-3,Manutenção,2.9
2020-11-18,MC-5,Ajuste de processo,2.69
2020-11-18,MC-5,Limpeza,2.7
2020-11-19,MC-1,Troca de ferramenta,3.37
2020-11-19,MC-3,Setup,2.79
2020-11-19,MC-3,Falta de energia,2.22
2020-11-19,MC-4,Limpeza,3.43
2020-11-19,MC-4,Troca de ferramenta,1.28
2020-11-19,MC-4,Quebra,2.81
2020-11-19,MC-5,Quebra,2.9
2020-11-19,MC-5,Limpeza,3.52
2020-11-19,MC-5,Limpeza,3.99
2020-11-22,MC-4,Falta de material,2.36
2020-11-22,MC-4,Ajuste de processo,2.09
2020-11-23,MC-1,Ajuste de processo,2.52
2020-11-23,MC-5,Setup,2.74
2020-11-23,MC-5,Troca de ferramenta,2.94
2020-11-23,MC-5,Quebra,1.34
2020-11-24,MC-2,Setup,2.1
2020-11-24,MC-5,Falta de material,1.67
2020-11-24,MC-5,Falta de energia,0.44
2020-11-24,MC-5,Limpeza,2.56
2020-11-25,MC-2,Quebra,3.54
2020-11-25,MC-5,Troca de ferramenta,3.71
2020-11-25,MC-5,Limpeza,2.21
2020-11-26,MC-4,Quebra,3.13
2020-11-26,MC-4,Falta de energia,2.94
2020-11-26,MC-4,Manutenção,1.15
2020-11-26,MC-5,Setup,0.53
2020-11-27,MC-5,Setup,3.07
2020-11-28,MC-2,Ajuste de processo,1.35
2020-11-28,MC-2,Manutenção,2.33
2020-11-28,MC-2,Manutenção,2.24
2020-11-28,MC-3,Quebra,3.33
2020-11-28,MC-3,Falta de material,2.69
2020-11-30,MC-2,Falta de energia,3.43
2020-11-30,MC-4,Quebra,3.08
2020-11-30,MC-4,Troca de ferramenta,4.0
2020-11-30,MC-4,Ajuste de processo,3.5
2020-12-02,MC-2,Ajuste de processo,1.08
2020-12-02,MC-2,Manutenção,3.86
2020-12-03,MC-2,Troca de ferramenta,1.56
2020-12-03,MC-2,Quebra,2.55
2020-12-03,MC-2,Quebra,3.78
2020-12-04,MC-4,Quebra,1.09
2020-12-04,MC-5,Troca de ferramenta,3.47
2020-12-04,MC-5,Quebra,3.83
2020-12-05,MC-3,Quebra,3.46
2020-12-05,MC-3,Falta de energia,3.33
2020-12-05,MC-5,Falta de material,1.28
2020-12-05,MC-5,Troca de ferramenta,1.81
2020-12-05,MC-5,Troca de ferramenta,3.11
2020-12-06,MC-1,Falta de material,0.74
2020-12-06,MC-1,Limpeza,3.59
2020-12-06,MC-2,Troca de ferramenta,1.08
2020-12-06,MC-2,Ajuste de processo,2.39
2020-12-06,MC-2,Falta de energia,0.69
2020-12-06,MC-3,Setup,0.99
2020-12-06,MC-3,Troca de ferramenta,2.47
2020-12-06,MC-3,Falta de energia,2.65
2020-12-08,MC-5,Limpeza,1.3
2020-12-08,MC-5,Falta de energia,0.74
2020-12-08,MC-5,Manutenção,2.33
2020-12-09,MC-4,Quebra,3.41
2020-12-12,MC-3,Limpeza,1.05
2020-12-12,MC-3,Quebra,2.86
2020-12-12,MC-3,Troca de ferramenta,1.73
2020-12-12,MC-4,Setup,3.79
2020-12-12,MC-4,Quebra,0.61
2020-12-12,MC-4,Troca de ferramenta,0.45
2020-12-13,MC-2,Troca de ferramenta,0.76
2020-12-13,MC-2,Limpeza,3.2
2020-12-13,MC-2,Quebra,3.71
2020-12-14,MC-2,Quebra,3.34
2020-12-15,MC-3,Falta de energia,2.96
2020-12-16,MC-2,Falta de material,0.51
2020-12-16,MC-2,Quebra,1.09
2020-12-17,MC-1,Ajuste de processo,3.76
2020-12-19,MC-4,Limpeza,2.6
2020-12-20,MC-1,Manutenção,2.03
2020-12-21,MC-2,Ajuste de processo,2.71
2020-12-21,MC-5,Manutenção,0.96
2020-12-22,MC-3,Ajuste de processo,3.6
2020-12-22,MC-3,Limpeza,2.73
2020-12-23,MC-3,Falta de material,2.04
2020-12-23,MC-5,Ajuste de processo,1.99
2020-12-23,MC-5,Setup,3.34
2020-12-25,MC-2,Troca de ferramenta,1.44
2020-12-26,MC-2,Setup,0.81
2020-12-26,MC-3,Limpeza,0.99
2020-12-28,MC-4,Ajuste de processo,0.6
2020-12-29,MC-1,Setup,2.18
2020-12-29,MC-1,Falta de material,2.81
2020-12-29,MC-1,Setup,3.76
2020-12-29,MC-2,Setup,3.08
2020-12-29,MC-2,Manutenção,2.46
2020-12-29,MC-3,Troca de ferramenta,3.5
2020-12-29,MC-3,Setup,3.6
2020-12-29,MC-5,Falta de energia,2.94
2020-12-29,MC-5,Manutenção,0.51
2020-12-29,MC-5,Manutenção,1.38
2020-12-30,MC-1,Troca de ferramenta,1.54
2020-12-30,MC-1,Quebra,3.99
2020-12-30,MC-1,Setup,2.02
2020-12-30,MC-2,Falta de energia,3.12
2020-12-30,MC-2,Quebra,3.31
2020-12-30,MC-3,Falta de material,2.72
2020-12-30,MC-3,Limpeza,0.37
2020-12-30,MC-3,Limpeza,0.37
2020-12-30,MC-5,Falta de material,3.33
2020-12-30,MC-5,Falta de material,3.04
2020-12-30,MC-5,Manutenção,2.28
2021-01-01,MC-2,Troca de ferramenta,1.22
2021-01-01,MC-2,Falta de energia,0.62
2021-01-02,MC-5,Quebra,0.91
2021-01-03,MC-1,Falta de energia,2.45
2021-01-03,MC-1,Falta de energia,2.32
2021-01-04,MC-1,Setup,3.78
2021-01-04,MC-2,Ajuste de processo,3.84
2021-01-04,MC-2,Ajuste de processo,2.43
2021-01-06,MC-3,Ajuste de processo,3.41
2021-01-06,MC-3,Setup,3.31
2021-01-07,MC-4,Falta de material,3.08
2021-01-07,MC-4,Setup,1.92
2021-01-07,MC-4,Troca de ferramenta,1.74
2021-01-08,MC-5,Falta de material,1.28
2021-01-08,MC-5,Troca de ferramenta,3.77
2021-01-08,MC-5,Limpeza,3.39
2021-01-09,MC-5,Limpeza,0.96
2021-01-09,MC-5,Manutenção,1.23
2021-01-10,MC-2,Troca de ferramenta,2.45
2021-01-10,MC-2,Ajuste de processo,1.83
2021-01-10,MC-4,Troca de ferramenta,1.09
2021-01-10,MC-4,Falta de energia,3.23
2021-01-10,MC-5,Manutenção,0.31
2021-01-11,MC-3,Falta de material,1.57
2021-01-11,MC-3,Quebra,3.74
2021-01-11,MC-4,Falta de energia,3.11
2021-01-11,MC-4,Limpeza,1.78
2021-01-11,MC-5,Setup,3.74
2021-01-11,MC-5,Falta de material,3.63
2021-01-11,MC-5,Troca de ferramenta,0.49
2021-01-12,MC-2,Quebra,0.77
2021-01-12,MC-5,Falta de material,1.73
2021-01-12,MC-5,Troca de ferramenta,3.74
2021-01-12,MC-5,Setup,3.42
2021-01-13,MC-2,Falta de energia,0.48
2021-01-13,MC-2,Falta de energia,2.2
2021-01-13,MC-5,Falta de energia,2.96
2021-01-13,MC-5,Ajuste de processo,1.32
2021-01-13,MC-5,Limpeza,2.97
2021-01-14,MC-2,Limpeza,1.67
2021-01-14,MC-2,Setup,1.31
2021-01-14,MC-2,Setup,1.75
2021-01-14,MC-3,Setup,3.82
2021-01-15,MC-1,Falta de energia,3.65
2021-01-15,MC-1,Falta de energia,3.68
2021-01-15,MC-1,Falta de material,3.69
2021-01-16,MC-1,Ajuste de processo,0.96
2021-01-16,MC-1,Manutenção,3.62
2021-01-16,MC-1,Ajuste de processo,1.09
2021-01-16,MC-3,Setup,3.4
2021-01-16,MC-3,Falta de energia,2.31
2021-01-16,MC-4,Troca de ferramenta,1.19
2021-01-16,MC-4,Troca de ferramenta,1.77
2021-01-16,MC-4,Quebra,1.9
2021-01-17,MC-5,Manutenção,3.01
2021-01-17,MC-5,Manutenção,2.54
2021-01-17,MC-5,Falta de energia,3.32
2021-01-19,MC-2,Quebra,1.77
2021-01-20,MC-3,Setup,3.05
2021-01-21,MC-1,Falta de energia,3.23
2021-01-21,MC-5,Ajuste de processo,0.53
2021-01-21,MC-5,Falta de energia,1.69
2021-01-21,MC-5,Quebra,3.58
2021-01-22,MC-2,Manutenção,2.91
2021-01-22,MC-2,Setup,1.85
2021-01-22,MC-2,Limpeza,0.98
2021-01-22,MC-4,Troca de ferramenta,0.66
2021-01-23,MC-2,Ajuste de processo,1.15
2021-01-23,MC-2,Troca de ferramenta,1.21
2021-01-23,MC-2,Troca de ferramenta,1.67
2021-01-24,MC-1,Quebra,0.95
2021-01-24,MC-1,Setup,0.84
2021-01-25,MC-2,Manutenção,3.42
2021-01-25,MC-5,Falta de energia,1.22
2021-01-25,MC-5,Quebra,2.38
2021-01-26,MC-5,Ajuste de processo,1.04
2021-01-26,MC-5,Limpeza,2.12
2021-01-27,MC-2,Quebra,1.32
2021-01-28,MC-4,Manutenção,0.62
2021-01-28,MC-4,Falta de material,3.93
2021-01-28,MC-4,Manutenção,1.99
2021-01-29,MC-1,Manutenção,1.75
2021-01-29,MC-2,Limpeza,1.04
2021-01-29,MC-3,Falta de material,2.13
2021-01-31,MC-2,Falta de material,2.65
2021-01-31,MC-2,Troca de ferramenta,1.43
2021-01-31,MC-2,Troca de ferramenta,2.08
2021-02-01,MC-3,Troca de ferramenta,1.18
2021-02-02,MC-3,Limpeza,2.25
2021-02-02,MC-3,Manutenção,3.21
2021-02-03,MC-3,Falta de energia,0.52
2021-02-04,MC-1,Setup,2.22
2021-02-04,MC-1,Troca de ferramenta,1.78
2021-02-04,MC-1,Manutenção,0.57
2021-02-04,MC-5,Limpeza,3.78
2021-02-04,MC-5,Ajuste de processo,1.26
2021-02-04,MC-5,Limpeza,2.39
2021-02-05,MC-2,Quebra,1.68
2021-02-05,MC-2,Ajuste de processo,1.3
2021-02-05,MC-3,Manutenção,2.25
2021-02-05,MC-3,Troca de ferramenta,2.85
2021-02-06,MC-3,Manutenção,3.21
2021-02-06,MC-3,Falta de material,2.65
2021-02-06,MC-3,Limpeza,2.25
2021-02-06,MC-5,Quebra,3.18
2021-02-06,MC-5,Ajuste de processo,2.21
2021-02-06,MC-5,Setup,3.9
2021-02-07,MC-1,Falta de energia,2.25
2021-02-07,MC-1,Troca de ferramenta,1.47
2021-02-07,MC-1,Falta de energia,1.95
2021-02-07,MC-2,Falta de energia,2.11
2021-02-07,MC-5,Limpeza,1.35
2021-02-07,MC-5,Limpeza,0.89
2021-02-08,MC-5,Limpeza,1.9
2021-02-09,MC-1,Limpeza,3.62
2021-02-09,MC-5,Quebra,1.25
2021-02-09,MC-5,Troca de ferramenta,1.64
2021-02-09,MC-5,Limpeza,3.1
2021-02-10,MC-5,Manutenção,0.6
2021-02-11,MC-3,Falta de material,3.35
2021-02-11,MC-4,Quebra,2.97
2021-02-11,MC-4,Setup,2.33
2021-02-11,MC-4,Falta de material,1.08
2021-02-12,MC-5,Manutenção,0.64
2021-02-12,MC-5,Manutenção,1.16
2021-02-14,MC-1,Ajuste de processo,3.12
2021-02-14,MC-1,Manutenção,3.75
2021-02-15,MC-3,Setup,3.03
2021-02-15,MC-3,Limpeza,2.25
2021-02-16,MC-1,Limpeza,3.82
2021-02-16,MC-1,Ajuste de processo,3.37
2021-02-16,MC-1,Quebra,2.73
2021-02-18,MC-4,Limpeza,0.44
2021-02-18,MC-4,Manutenção,1.36
2021-02-19,MC-4,Setup,1.44
2021-02-19,MC-4,Falta de energia,1.58
2021-02-19,MC-4,Ajuste de processo,1.74
2021-02-20,MC-1,Quebra,3.78
2021-02-20,MC-1,Falta de material,3.04
2021-02-20,MC-2,Limpeza,2.86
2021-02-20,MC-2,Falta de material,1.88
2021-02-20,MC-3,Limpeza,1.55
2021-02-20,MC-5,Setup,0.74
2021-02-20,MC-5,Limpeza,1.98
2021-02-20,MC-5,Quebra,1.06
2021-02-22,MC-3,Manutenção,1.75
2021-02-23,MC-2,Setup,0.88
2021-02-23,MC-4,Manutenção,1.57
2021-02-23,MC-4,Troca de ferramenta,0.46
2021-02-24,MC-3,Manutenção,0.32
2021-02-25,MC-5,Falta de energia,3.52
2021-02-26,MC-4,Quebra,2.67
2021-02-26,MC-4,Troca de ferramenta,2.47
2021-02-27,MC-1,Limpeza,2.2
2021-02-27,MC-2,Manutenção,2.99
2021-02-27,MC-4,Ajuste de processo,3.02
2021-02-28,MC-4,Falta de material,3.76
2021-02-28,MC-5,Setup,1.2
2021-02-28,MC-5,Setup,3.21
2021-02-28,MC-5,Troca de ferramenta,3.97
2021-03-01,MC-1,Setup,0.41
2021-03-01,MC-1,Limpeza,1.68
2021-03-01,MC-5,Manutenção,1.91
2021-03-01,MC-5,Quebra,3.34
2021-03-01,MC-5,Manutenção,0.35
2021-03-02,MC-1,Quebra,2.51
2021-03-02,MC-1,Falta de energia,3.6
2021-03-02,MC-1,Ajuste de processo,0.85
2021-03-02,MC-3,Falta de energia,0.73
2021-03-02,MC-4,Falta de material,4.0
2021-03-05,MC-1,Limpeza,3.36
2021-03-05,MC-1,Quebra,2.88
2021-03-05,MC-4,Troca de ferramenta,1.78
2021-03-06,MC-2,Ajuste de processo,3.46
2021-03-06,MC-2,Setup,3.71
2021-03-06,MC-2,Falta de material,3.01
2021-03-06,MC-4,Falta de material,1.77
2021-03-06,MC-4,Setup,2.46
2021-03-06,MC-4,Troca de ferramenta,0.66
2021-03-07,MC-5,Troca de ferramenta,0.88
2021-03-07,MC-5,Quebra,3.2
2021-03-08,MC-2,Troca de ferramenta,0.41
2021-03-09,MC-1,Limpeza,0.48
2021-03-09,MC-1,Falta de energia,2.18
2021-03-10,MC-2,Troca de ferramenta,0.93
2021-03-10,MC-2,Ajuste de processo,1.39
2021-03-11,MC-1,Ajuste de processo,1.78
2021-03-11,MC-1,Limpeza,2.23
2021-03-11,MC-3,Falta de energia,1.35
2021-03-12,MC-1,Falta de energia,2.09
2021-03-12,MC-1,Setup,1.67
2021-03-12,MC-1,Troca de ferramenta,0.6
2021-03-12,MC-4,Falta de material,3.51
2021-03-12,MC-4,Quebra,1.34
2021-03-12,MC-4,Ajuste de processo,2.55
2021-03-13,MC-2,Limpeza,2.41
2021-03-13,MC-2,Ajuste de processo,1.04
2021-03-13,MC-3,Falta de material,0.41
2021-03-14,MC-1,Falta de material,3.47
2021-03-14,MC-5,Setup,2.14
2021-03-15,MC-2,Falta de energia,1.83
2021-03-15,MC-2,Limpeza,3.12
2021-03-15,MC-2,Falta de energia,0.42
2021-03-15,MC-3,Troca de ferramenta,3.13
2021-03-16,MC-1,Setup,1.81
2021-03-16,MC-1,Falta de material,2.34
2021-03-16,MC-1,Setup,3.08
2021-03-16,MC-2,Quebra,2.32
2021-03-16,MC-2,Setup,0.53
2021-03-16,MC-3,Falta de energia,3.0
2021-03-16,MC-3,Limpeza,3.21
2021-03-17,MC-2,Falta de material,2.01
2021-03-17,MC-2,Limpeza,1.92
2021-03-18,MC-1,Ajuste de processo,1.23
2021-03-18,MC-1,Manutenção,2.68
2021-03-18,MC-3,Setup,3.56
2021-03-18,MC-3,Manutenção,2.73
2021-03-18,MC-5,Quebra,3.15
2021-03-18,MC-5,Setup,3.4
2021-03-18,MC-5,Manutenção,1.14
2021-03-19,MC-2,Falta de material,1.79
2021-03-19,MC-5,Falta de material,1.91
2021-03-20,MC-1,Setup,2.37
2021-03-20,MC-5,Ajuste de processo,0.48
2021-03-20,MC-5,Setup,2.48
2021-03-20,MC-5,Troca de ferramenta,0.63
2021-03-21,MC-5,Troca de ferramenta,3.28
2021-03-21,MC-5,Limpeza,3.86
2021-03-21,MC-5,Quebra,1.37
2021-03-22,MC-3,Limpeza,2.17
2021-03-22,MC-3,Troca de ferramenta,3.35
2021-03-22,MC-3,Falta de material,1.46
2021-03-22,MC-5,Limpeza,0.88
2021-03-22,MC-5,Falta de material,3.03
2021-03-22,MC-5,Manutenção,2.88
2021-03-23,MC-5,Falta de material,2.41
2021-03-24,MC-1,Troca de ferramenta,3.79
2021-03-24,MC-3,Falta de material,3.83
2021-03-24,MC-3,Quebra,3.49
2021-03-25,MC-5,Manutenção,1.38
2021-03-25,MC-5,Manutenção,1.13
2021-03-25,MC-5,Ajuste de processo,3.39
2021-03-26,MC-2,Falta de material,2.71
2021-03-27,MC-2,Limpeza,1.77
2021-03-27,MC-2,Falta de material,1.82
2021-03-27,MC-2,Troca de ferramenta,3.46
2021-03-29,MC-2,Troca de ferramenta,0.9
2021-03-31,MC-5,Manutenção,3.79
